Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Ninos y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,Porcentaje No,Votos por el Si,Porcentaje Si,Votos validos,Votos totales,Cuantos salieron a votar,Abstencion,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
El Banco,Magdalena,19916,0.3294,14105,0.3202,Santos,0.421,19587,0.4447,Santos,46365,0.45,8.05,145.02,17.73,0.41,0.02,0,0,Ninguno,0,5392,0.4393,6883,0.5607,12275,12568,0.2711,0.7289,0.3651,No,No,0,0
El Pinon,Magdalena,6172,0.1739,4824,0.3856,Santos,0.2193,7009,0.5603,Santos,13197,0.6,35.54,639.89,27.3,0.36,0,0,0,Ninguno,0,529,0.1743,2506,0.8257,3035,3089,0.2341,0.7659,0.6338,No,No,0,0
El Reten,Magdalena,5204,0.1472,3683,0.3116,Santos,0.1254,6093,0.5156,Santos,12752,0.24,21.29,278.08,16.21,0.24,0,0,0,Ninguno,0,800,0.2928,1932,0.7072,2732,2903,0.2277,0.7723,0.2284,No,No,0,0
Fundacion,Magdalena,18609,0.4351,13361,0.2806,Zuluaga,0.455,19869,0.4172,Santos,51126,1.03,9.01,848.46,41.55,1.41,0.19,0.05,0.61,Ninguno,0,4308,0.4831,4609,0.5169,8917,9049,0.177,0.823,0.0455,No,No,0,0
Guamal,Magdalena,8181,0.1956,5307,0.2473,Santos,0.3292,7540,0.3513,Santos,22148,0.15,5.67,117.31,12.54,0.04,0,0,0,Ninguno,0,1643,0.3547,2989,0.6453,4632,4715,0.2129,0.7871,0.7111,No,No,0,0
Nueva Granada,Magdalena,6894,0.4448,4971,0.3627,Santos,0.4788,7159,0.5223,Santos,14283,0.2,2.47,101.72,11.58,0.45,0,0,0,Ninguno,0,1205,0.405,1770,0.595,2975,3013,0.211,0.789,0.5885,No,No,0,0
Pedraza,Magdalena,4585,0.3618,2803,0.3226,Santos,0.3038,3917,0.4507,Santos,8926,0.5,45.92,409.09,10.89,0.25,0,0,0,Ninguno,0,552,0.2918,1340,0.7082,1892,1926,0.2158,0.7842,0.6955,No,No,0,0
Pijino,Magdalena,3452,0.384,2706,0.3564,Santos,0.4657,3745,0.4933,Santos,7813,0.19,0.94,90.29,5.2,0.06,0,0,0,Ninguno,0,902,0.3668,1557,0.6332,2459,2505,0.3206,0.6794,0.5065,No,No,0,0
Pivijay,Magdalena,11942,0.1091,8576,0.3087,Santos,0.1271,13398,0.4822,Santos,28335,0.95,52.85,1326.4,35.29,1.27,0.03,0,0,Ninguno,0,933,0.1288,6313,0.8712,7246,7378,0.2604,0.7396,0.4372,No,No,0,0
Plato,Magdalena,17358,0.2831,12676,0.3447,Santos,0.3045,17102,0.465,Santos,39220,0.82,6.51,398.44,27.15,0.92,0.02,0.02,2.94,Ninguno,0,3303,0.3435,6312,0.6565,9615,9805,0.25,0.75,0.2387,No,No,0,0
Puebloviejo,Magdalena,10218,0.2233,5369,0.2681,Santos,0.2422,8886,0.4438,Santos,20274,0.19,7.82,268.41,11.23,0.13,0,0,0,Ninguno,0,1920,0.4952,1957,0.5048,3877,4022,0.1984,0.8016,0.6213,No,No,0,0
Remolino,Magdalena,3183,0.1038,2794,0.3985,Santos,0.1191,3669,0.5233,Santos,7037,1.98,41.75,2086.47,73.75,0.49,0,0,0,Ninguno,0,200,0.1044,1716,0.8956,1916,1943,0.2761,0.7239,0.3231,No,No,0,0
Sabanas de San Angel,Magdalena,4611,0.3012,4044,0.4071,Santos,0.3701,5271,0.5307,Santos,10380,0.23,38.16,1042.43,21.65,0.82,0,0.06,6.38,Ninguno,0,728,0.4004,1090,0.5996,1818,1868,0.18,0.82,0.7542,No,No,0,0
Salamina,Magdalena,3304,0.2848,2328,0.3213,Santos,0.2652,3759,0.5188,Santos,7454,1.15,21.62,969.65,37.8,0.86,0,0,0,Ninguno,0,557,0.4301,738,0.5699,1295,1313,0.1761,0.8239,0.3763,No,No,0,0
San Sebastian de Buenavista,Magdalena,7470,0.2124,5236,0.3501,Santos,0.2552,7311,0.4888,Santos,15820,0.86,3.88,80.93,12.56,0.06,0.06,0,0,Ninguno,0,1118,0.2227,3903,0.7773,5021,5094,0.322,0.678,0.6723,No,No,0,0
San Zenon,Magdalena,4331,0.1127,3486,0.4577,Santos,0.1712,4211,0.5529,Santos,7946,0.11,3.72,52.46,12.81,0.11,0,0,0,Ninguno,0,497,0.1778,2298,0.8222,2795,2830,0.3562,0.6438,0.8067,No,No,0,0
Santa Ana,Magdalena,6745,0.42,4967,0.3432,Santos,0.5314,7503,0.5185,Zuluaga,15232,0.34,2.13,73.58,7.5,0.08,0.04,0,0,Ninguno,0,1913,0.454,2301,0.546,4214,4278,0.2809,0.7191,0.4962,No,No,0,0
Santa Barbara de Pinto,Magdalena,3743,0.2015,3260,0.4251,Santos,0.2181,4333,0.5651,Santos,7978,0,1.25,46.74,2.98,0.08,0,0,0,Ninguno,0,383,0.1807,1737,0.8193,2120,2156,0.2702,0.7298,0.4201,No,No,0,0
Sitionuevo,Magdalena,7830,0.147,4517,0.255,Santos,0.1666,6883,0.3885,Santos,17808,1.15,11.25,703.95,24.25,0.31,0,0,0,Ninguno,0,764,0.3166,1649,0.6834,2413,2520,0.1415,0.8585,0.5102,No,No,0,0
Tenerife,Magdalena,4897,0.1477,3507,0.3647,Santos,0.1658,4734,0.4923,Santos,9842,0.9,53.48,766.39,24.45,0.82,0,0,0,Ninguno,0,438,0.1507,2469,0.8493,2907,2974,0.3022,0.6978,0.5025,No,No,0,0
Zapayan,Magdalena,3983,0.3755,2719,0.3617,Santos,0.4821,3512,0.4671,Santos,7739,0.34,19.79,377.67,10.97,0.34,0,0,0,Ninguno,0,489,0.1875,2119,0.8125,2608,2648,0.3422,0.6578,0.5904,No,No,0,0
Zona Bananera,Magdalena,16290,0.2378,10386,0.2538,Santos,0.2464,16613,0.406,Santos,42952,0.62,20.18,703.88,40.73,0.95,0.02,0.08,0,Ninguno,0,1268,0.3547,2307,0.6453,3575,3622,0.0843,0.9157,0.9188,No,No,0,0
Villavicencio,Meta,119227,0.3741,152179,0.4955,Zuluaga,0.6354,160001,0.521,Zuluaga,343296,0.67,1.83,19.89,10.68,0.37,0.14,0.07,0.04,Ninguno,0,100830,0.6403,56633,0.3597,157463,159620,0.465,0.535,0.0499,No,No,0,0
Acacias,Meta,22907,0.439,31602,0.6162,Zuluaga,0.7176,31233,0.609,Zuluaga,56070,0.65,4.14,59.26,25.64,0.71,0.11,0.07,0.28,Ninguno,0,21513,0.7295,7978,0.2705,29491,30284,0.5401,0.4599,0.1573,No,No,0,0
Barranca de Upia,Meta,1421,0.4591,1897,0.4622,Zuluaga,0.6196,2069,0.5041,Zuluaga,4287,0.75,12.73,154.98,41.93,1.75,1.25,0.25,1,Ninguno,0,1104,0.643,613,0.357,1717,1762,0.411,0.589,0.2732,No,No,0,0
Cabuyaro,Meta,1748,0.5728,1840,0.4173,Zuluaga,0.6084,2339,0.5305,Zuluaga,4569,0.49,3.95,124.75,15.07,0.74,0,2.72,13.34,Ninguno,0,1182,0.6221,718,0.3779,1900,1943,0.4253,0.5747,0.5667,No,No,0,0
Castilla la Nueva,Meta,5089,0.4104,6589,0.6945,Zuluaga,0.6567,6376,0.672,Zuluaga,10531,0.1,4.95,57.58,21.62,0.3,0,0.3,0,Ninguno,0,4350,0.7144,1739,0.2856,6089,6274,0.5958,0.4042,0.4984,No,No,0,0
Cubarral,Meta,2204,0.5745,2503,0.5157,Zuluaga,0.7739,2702,0.5567,Zuluaga,4902,3.32,12.94,242.79,63.52,2.32,0.33,2.65,0,Bajo,1,1385,0.697,602,0.303,1987,2032,0.4145,0.5855,0.3505,No,No,0,0
Cumaral,Meta,5779,0.4528,7686,0.5265,Zuluaga,0.6706,8340,0.5713,Zuluaga,15494,1.43,4.3,95.59,29.81,0.77,0.17,0,0.83,Ninguno,0,5099,0.6749,2456,0.3251,7555,7701,0.497,0.503,0.3239,No,No,0,0
El Calvario,Meta,752,0.6851,794,0.4847,Zuluaga,0.7539,890,0.5433,Zuluaga,1707,0.45,15.65,328.26,20.57,1.34,1.34,0.45,0,Ninguno,0,310,0.4669,354,0.5331,664,686,0.4019,0.5981,0.6395,No,No,0,0
El Castillo,Meta,1588,0.3535,1932,0.3716,Zuluaga,0.4277,2345,0.451,Santos,5374,7.62,30,1549.75,123.47,8.09,1.75,5.08,0,Bajo,1,774,0.383,1247,0.617,2021,2086,0.3882,0.6118,0.6826,No,No,0,0
El Dorado,Meta,1376,0.5604,1522,0.5527,Zuluaga,0.7239,1695,0.6155,Zuluaga,2794,10.77,22.69,845.5,73.61,9.31,0.58,4.66,13.67,Ninguno,0,777,0.5768,570,0.4232,1347,1371,0.4907,0.5093,0.5727,No,No,0,0
Fuente de Oro,Meta,3422,0.4822,4241,0.4664,Zuluaga,0.5681,5034,0.5536,Zuluaga,9442,2.67,5.27,159.22,48.1,0.82,0.22,0.15,0,Ninguno,0,2153,0.5805,1556,0.4195,3709,3815,0.404,0.596,0.4482,No,No,0,0
Granada,Meta,17725,0.4748,21087,0.4756,Zuluaga,0.5913,23212,0.5235,Zuluaga,48638,1.86,7.03,97.76,52.86,1.32,0.32,0.22,0.05,Bajo,1,12415,0.6392,7007,0.3608,19422,19968,0.4105,0.5895,0.1626,No,No,0,0
Guamal,Meta,4944,0.5527,5982,0.6124,Zuluaga,0.7507,6210,0.6357,Zuluaga,10375,2.45,7.44,85.4,47.33,0.85,0.21,0.53,0,Ninguno,0,4078,0.756,1316,0.244,5394,5471,0.5273,0.4727,0.2753,No,No,0,0
Mapiripan,Meta,1313,0.416,1536,0.2704,Zuluaga,0.5035,1702,0.2996,Zuluaga,5394,3.68,37.31,1316.23,34.82,6.12,2.49,1.25,0.74,Alto,3,505,0.4201,697,0.5799,1202,1247,0.2312,0.7688,0.9196,No,Si,235.28,0
Mesetas,Meta,1693,0.4025,2631,0.3624,Zuluaga,0.4689,3167,0.4363,Santos,7585,5.55,27.83,1101.46,98.2,5.72,3.61,9.86,0,Intermedio,2,1126,0.3793,1843,0.6207,2969,3045,0.4015,0.5985,0.6806,Si,Si,78.5,0
La Macarena,Meta,1444,0.2612,2420,0.3309,Santos,0.3756,3046,0.4165,Santos,7900,2.4,17.66,335.24,17.33,1.24,1.06,4.05,0,Alto,3,800,0.2633,2238,0.7367,3038,3108,0.3934,0.6066,0.8625,Si,Si,1333.11,0
Uribe,Meta,618,0.0808,1473,0.3489,Santos,0.1429,1862,0.441,Santos,4724,4.72,20.26,533.47,33.68,3.27,3.45,12.39,0,Intermedio,2,140,0.0643,2036,0.9357,2176,2214,0.4687,0.5313,0.7633,No,Si,162.77,0
Lejanias,Meta,2419,0.5159,3483,0.4588,Zuluaga,0.6222,3846,0.5066,Zuluaga,7903,7.15,28.48,922.45,77.87,9.17,0.85,3.31,0.32,Bajo,1,1636,0.5597,1287,0.4403,2923,3054,0.3864,0.6136,0.5363,No,No,0,0
Puerto Concordia,Meta,1595,0.4198,1882,0.337,Zuluaga,0.5401,2255,0.4038,Zuluaga,5998,1.45,12.36,486.38,34.23,1.68,0.42,0.23,0,Intermedio,2,974,0.4484,1198,0.5516,2172,2264,0.3775,0.6225,0.5034,No,Si,50.25,0
Puerto Gaitan,Meta,5417,0.4086,6596,0.3567,Zuluaga,0.5678,7577,0.4097,Zuluaga,22483,2.2,25.59,357.85,32.98,2.46,1.77,0.91,11.99,Intermedio,2,5637,0.6671,2813,0.3329,8450,8892,0.3955,0.6045,0.5884,No,No,0,0
Puerto Lopez,Meta,8976,0.5325,9638,0.4475,Zuluaga,0.7049,10884,0.5054,Zuluaga,22839,0.92,8.3,129.29,24.1,0.65,0.62,0.03,0.3,Ninguno,0,6618,0.7208,2564,0.2792,9182,9355,0.4096,0.5904,0.339,No,No,0,0
Puerto Lleras,Meta,2054,0.5248,2702,0.4416,Zuluaga,0.6303,2959,0.4836,Zuluaga,6338,13.19,29.46,1063.76,114.85,5.67,0.31,1.34,0.21,Intermedio,2,1251,0.5565,997,0.4435,2248,2313,0.3649,0.6351,0.6989,No,No,0,0
Puerto Rico,Meta,2318,0.5044,3214,0.4053,Zuluaga,0.5761,3588,0.4525,Zuluaga,7957,37.86,41.71,1159.14,60.42,7.17,2.14,5.72,0,Alto,3,1553,0.5184,1443,0.4816,2996,3098,0.3893,0.6107,0.7196,No,Si,1619.74,0
Restrepo,Meta,5634,0.4425,6676,0.4583,Zuluaga,0.7005,7295,0.5008,Zuluaga,14935,4.14,6.12,98.89,39.61,1.6,0.19,0.09,0.28,Ninguno,0,3557,0.5908,2464,0.4092,6021,6104,0.4087,0.5913,0.3047,No,No,0,0
San Carlos de Guaroa,Meta,2692,0.5373,3726,0.5181,Zuluaga,0.6664,4158,0.5782,Zuluaga,7764,2.92,7.75,108.27,14.99,0.91,0.5,0,0,Ninguno,0,2394,0.67,1179,0.33,3573,3654,0.4706,0.5294,0.5162,No,No,0,0
San Juan de Arama,Meta,2135,0.4761,2445,0.4324,Zuluaga,0.5645,2774,0.4906,Zuluaga,5998,5.57,21.48,865.45,138.52,4.32,1.36,5,0,Intermedio,2,1162,0.522,1064,0.478,2226,2292,0.3821,0.6179,0.5637,No,Si,155.83,0
San Juanito,Meta,534,0.647,626,0.5073,Zuluaga,0.8286,741,0.6005,Zuluaga,1263,2.74,27.38,335.46,31.49,1.83,0.46,6.85,0,Ninguno,0,263,0.4598,309,0.5402,572,586,0.464,0.536,0.6298,No,No,0,0
San Martin,Meta,7327,0.4411,8968,0.5272,Zuluaga,0.6601,9331,0.5485,Zuluaga,17621,3.04,11.08,117.08,36.81,1.52,0.8,0,0,Ninguno,0,5593,0.7212,2162,0.2788,7755,7901,0.4484,0.5516,0.1122,No,No,0,0
Vista Hermosa,Meta,3452,0.4739,5265,0.4816,Zuluaga,0.5839,5528,0.5057,Zuluaga,12070,11.04,29.57,1568.47,78.93,14.94,2.86,14.36,0,Ninguno,0,2310,0.4711,2593,0.5289,4903,5103,0.4228,0.5772,0.6528,Si,Si,1353.19,0
Pasto,Narino,102482,0.1547,123395,0.4631,Santos,0.2674,146340,0.5492,Santos,279784,1.2,1.38,27.88,5.69,0.24,0.01,0.01,0.88,Ninguno,0,41981,0.3737,70354,0.6263,112335,114341,0.4087,0.5913,0.1709,No,Si,0,2
Alban,Narino,3637,0.7193,3278,0.5321,Zuluaga,0.791,3904,0.6338,Zuluaga,6438,21.63,12.22,68.24,5.49,0.8,0.04,0,0,Ninguno,0,1610,0.5641,1244,0.4359,2854,2984,0.4635,0.5365,0.6378,No,No,0,0
Aldana,Narino,1492,0.1771,2434,0.4444,Santos,0.4157,3089,0.564,Santos,5756,0.33,3,12.99,25.32,0.17,0,0,0,Ninguno,0,1268,0.4942,1298,0.5058,2566,2656,0.4614,0.5386,0.7587,No,No,0,0
Ancuya,Narino,3411,0.1499,2421,0.3336,Santos,0.2543,3511,0.4837,Santos,7235,5.5,8.69,54.02,26.79,1.88,0.14,0,0,Bajo,1,631,0.2727,1683,0.7273,2314,2381,0.3291,0.6709,0.78,No,Si,21,4.1
Arboleda,Narino,2941,0.5668,2322,0.4302,Zuluaga,0.7248,2849,0.5278,Zuluaga,5703,17.46,6.09,54.91,10.32,0.53,0,0.26,0,Bajo,1,1236,0.5172,1154,0.4828,2390,2511,0.4403,0.5597,0.8535,No,No,0,0
Barbacoas,Narino,4083,0.2377,3648,0.1794,Santos,0.2247,6021,0.2961,Santos,20859,9.53,24.59,717.14,49.73,2.82,1.55,1.58,0,Alto,3,1063,0.2518,3159,0.7482,4222,4361,0.2091,0.7909,0.575,No,Si,2453.49,0
Belen,Narino,2499,0.2641,2181,0.4301,Santos,0.3889,2751,0.5425,Santos,5328,2.63,13.79,112.06,5.78,0.13,0,0,0,Ninguno,0,934,0.3971,1418,0.6029,2352,2419,0.454,0.546,0.6016,No,No,0,0
Buesaco,Narino,8103,0.4232,6194,0.3844,Zuluaga,0.5551,8555,0.531,Zuluaga,16930,2.68,6.55,87.22,9.42,0.95,0,0,2.44,Ninguno,0,2914,0.4994,2921,0.5006,5835,6029,0.3561,0.6439,0.7593,No,Si,0,83
Colon Genova,Narino,3428,0.3322,2137,0.3337,Zuluaga,0.5212,3250,0.5075,Zuluaga,6620,2.56,17.7,150.57,25.47,2.66,0,0,0,Ninguno,0,1034,0.3966,1573,0.6034,2607,2807,0.424,0.576,0.8453,No,No,0,0
Consaca,Narino,4949,0.2651,3467,0.4151,Santos,0.3555,4728,0.5661,Santos,8497,0.97,5.06,55.94,12.69,0.86,0,0,0,Ninguno,0,1434,0.4214,1969,0.5786,3403,3541,0.4167,0.5833,0.8095,No,No,0,0
Contadero,Narino,2648,0.2487,2123,0.3943,Lopez,0.6531,2750,0.5108,Zuluaga,5544,0.86,2.01,13.34,7.74,0.43,0,0,0,Bajo,1,903,0.4657,1036,0.5343,1939,1987,0.3584,0.6416,0.668,No,No,0,0
Cordoba,Narino,2748,0.1097,3381,0.3525,Lopez,0.3589,4553,0.4747,Santos,10104,0.85,8.48,104.65,9.33,0.28,0,0.28,0,Ninguno,0,1301,0.3783,2138,0.6217,3439,3564,0.3527,0.6473,0.8348,No,No,0,0
Cuaspud,Narino,1886,0.2037,2641,0.389,Santos,0.3758,3576,0.5267,Santos,7169,0.58,6.25,172.7,34.59,0.23,0,0,0,Ninguno,0,1382,0.5261,1245,0.4739,2627,2707,0.3776,0.6224,0.7293,No,No,0,0
Cumbal,Narino,6420,0.1707,8225,0.37,Santos,0.2259,12066,0.5428,Santos,23407,1.25,2.87,32.83,11.53,0.39,0.08,0.39,0,Bajo,1,3085,0.3627,5421,0.6373,8506,8853,0.3782,0.6218,0.7766,No,No,0,0
Cumbitara,Narino,2037,0.031,2097,0.3591,Santos,0.0673,2721,0.466,Santos,6203,8.48,35.71,715.32,55.86,2.74,0.7,2.3,0,Alto,3,299,0.1237,2119,0.8763,2418,2462,0.3969,0.6031,0.8819,No,Si,209.49,0
Chachagui,Narino,4998,0.2032,3869,0.4251,Santos,0.3232,5208,0.5722,Santos,9510,0.36,2.45,31.49,4.25,0,0,0,0,Ninguno,0,1427,0.3751,2377,0.6249,3804,3897,0.4098,0.5902,0.4839,No,No,0,0
El Charco,Narino,4125,0.056,3284,0.2284,Santos,0.0632,5315,0.3697,Santos,15747,43.63,13.03,1058.42,21.78,0.94,0.68,0.31,0,Alto,3,465,0.0918,4599,0.9082,5064,5221,0.3316,0.6684,0.727,No,Si,1417.79,0
El Penol,Narino,2860,0.0825,2401,0.467,Santos,0.339,3292,0.6403,Santos,5357,4.64,13.61,183.98,43.29,0.77,0,0,0,Ninguno,0,554,0.1933,2312,0.8067,2866,2957,0.552,0.448,0.8422,No,Si,34.9,0
El Rosario,Narino,2844,0.062,2163,0.3333,Santos,0.0746,3043,0.4689,Santos,6649,11.43,30.71,861.27,62.9,2.98,0.5,0.6,0,Alto,3,238,0.0922,2344,0.9078,2582,2643,0.3975,0.6025,0.6693,No,Si,244.55,0
El Tablon de Gomez,Narino,4924,0.4243,4534,0.4396,Zuluaga,0.533,5946,0.5764,Zuluaga,10814,6.02,19.95,662.79,19.71,39.59,0.4,0,13.54,Ninguno,0,1557,0.3432,2980,0.6568,4537,4730,0.4374,0.5626,0.9296,No,Si,0,35
El Tambo,Narino,5019,0.1661,4828,0.444,Santos,0.3132,6322,0.5813,Santos,11253,3.14,9.52,99.95,27.3,0.17,0,0,0,Intermedio,2,1476,0.2929,3563,0.7071,5039,5246,0.4662,0.5338,0.5743,No,Si,114.28,0
Funes,Narino,2552,0.156,2660,0.5036,Santos,0.2824,3137,0.5939,Santos,5549,17.05,12.4,70.21,14.72,2.79,0,0,0,Ninguno,0,737,0.3188,1575,0.6812,2312,2381,0.4291,0.5709,0.6674,No,No,0,0
Guachucal,Narino,4386,0.1566,4828,0.3574,Santos,0.2584,7869,0.5825,Santos,14068,0.58,2.51,13.96,8.62,0.39,0,0,0,Bajo,1,1938,0.4356,2511,0.5644,4449,4581,0.3256,0.6744,0.8072,No,Si,0,1.2
Guaitarilla,Narino,5324,0.1439,3182,0.3047,Santos,0.2919,5022,0.4809,Santos,10811,0.42,3.21,35.29,7.68,0.42,0,0,0,Bajo,1,800,0.2619,2255,0.7381,3055,3153,0.2916,0.7084,0.6563,No,Si,0,7.2
Gualmatan,Narino,2138,0.1559,2329,0.4812,Lopez,0.6251,2601,0.5374,Zuluaga,5077,0.52,1.21,6.41,4.85,0,0,0,0,Ninguno,0,932,0.399,1404,0.601,2336,2383,0.4694,0.5306,0.6138,No,No,0,0
Iles,Narino,2770,0.197,2223,0.3345,Santos,0.4926,3037,0.457,Zuluaga,6900,0,0.34,9.79,0.8,0.11,0,0,0,Ninguno,0,857,0.3747,1430,0.6253,2287,2369,0.3433,0.6567,0.7772,No,No,0,0
Imues,Narino,3224,0.2439,2341,0.3803,Santos,0.3895,3312,0.5381,Santos,6314,0.98,2.45,15.33,9.95,0,0,0,0,Ninguno,0,912,0.441,1156,0.559,2068,2129,0.3372,0.6628,0.9059,No,No,0,0
Ipiales,Narino,29160,0.1819,27950,0.3225,Lopez,0.4137,36158,0.4172,Santos,92217,3.14,9.95,41.77,9.1,0.26,0.04,0.27,0,Intermedio,2,15842,0.4997,15864,0.5003,31706,32826,0.356,0.644,0.2864,No,Si,887.49,0
La Cruz,Narino,7614,0.3928,5677,0.4412,Zuluaga,0.5304,7577,0.5889,Zuluaga,13571,5.21,10.41,149.76,16.66,1.59,0.16,0.16,0,Bajo,1,2652,0.4824,2846,0.5176,5498,5690,0.4193,0.5807,0.638,No,Si,0,67.1
La Florida,Narino,5215,0.194,3051,0.3447,Santos,0.3097,4782,0.5403,Santos,8949,1.16,9.1,162.58,18.93,0,0,0,0,Bajo,1,848,0.2701,2292,0.7299,3140,3227,0.3606,0.6394,0.8116,No,Si,30.06,0
La Llanada,Narino,1567,0.1115,1408,0.4522,Santos,0.2344,1881,0.604,Santos,3376,10.48,23.4,419.84,35.28,8.73,0.87,7.86,0,Intermedio,2,400,0.2865,996,0.7135,1396,1490,0.4414,0.5586,0.686,No,Si,53.35,0
La Tola,Narino,2010,0.0355,1239,0.2592,Santos,0.0803,2093,0.4378,Santos,4996,5.57,12.97,332.44,10.83,0.46,0.08,0.15,0,Alto,3,234,0.1204,1710,0.8796,1944,1975,0.3953,0.6047,0.2615,No,Si,120.36,0
La Union,Narino,10065,0.4858,7335,0.3574,Zuluaga,0.6387,10402,0.5068,Zuluaga,21535,1.16,8.85,70.39,20.59,0.54,0.04,0.04,0,Bajo,1,4247,0.5703,3200,0.4297,7447,7736,0.3592,0.6408,0.595,No,No,0,0
Leiva,Narino,2357,0.0631,2312,0.3313,Santos,0.092,3338,0.4784,Santos,7254,7.18,18.63,565.7,57.03,1.64,0.14,0.28,0,Intermedio,2,277,0.0961,2605,0.9039,2882,2973,0.4098,0.5902,0.6872,No,Si,39.73,0
Linares,Narino,4514,0.0635,3971,0.4764,Santos,0.1224,5097,0.6115,Santos,8485,6.48,22.07,281.51,45.25,2.13,0.51,0,0,Alto,3,452,0.1292,3047,0.8708,3499,3632,0.428,0.572,0.7652,No,Si,262.52,0
Los Andes Sotomayor,Narino,2976,0.0804,3084,0.4566,Santos,0.1421,3970,0.5877,Santos,7132,7.43,13.96,323.89,16.74,5.92,0.05,1.31,0,Intermedio,2,723,0.2296,2426,0.7704,3149,3279,0.4598,0.5402,0.6089,No,Si,166.25,0
Magui Payan,Narino,964,0.0753,1620,0.2685,Santos,0.0887,2413,0.4,Santos,6221,4.71,11.37,348.42,12.92,1.51,0.65,0.17,0,Alto,3,157,0.0687,2129,0.9313,2286,2344,0.3768,0.6232,0.7951,No,Si,861.96,0
Mallama,Narino,2058,0.0872,1835,0.32,Santos,0.1325,2792,0.4869,Santos,5984,8.28,14.85,211.23,48.11,3.15,0,0.39,0,Intermedio,2,675,0.3691,1154,0.6309,1829,1897,0.317,0.683,0.8421,No,Si,0,1.2
Mosquera,Narino,2018,0.042,2095,0.3775,Santos,0.1003,2403,0.433,Santos,5897,0.95,7.63,175.68,13.06,0.36,0,0.06,0,Alto,3,224,0.1019,1975,0.8981,2199,2234,0.3788,0.6212,0.6507,No,Si,159.05,0
Narino,Narino,2542,0.1431,1984,0.493,Santos,0.2546,2490,0.6188,Santos,4120,8.31,4.46,87.35,16.21,1.01,0,0.2,0,Ninguno,0,649,0.3965,988,0.6035,1637,1673,0.4061,0.5939,0.2428,No,No,0,0
Olaya Herrera,Narino,3483,0.0692,4063,0.3242,Santos,0.0662,5593,0.4462,Santos,13572,3.36,14.09,507.83,38.58,0.44,0.32,0.06,0,Alto,3,572,0.1785,2632,0.8215,3204,3274,0.2412,0.7588,0.6881,No,Si,2173.01,0
Ospina,Narino,2391,0.2315,2099,0.3836,Santos,0.4035,2912,0.5322,Santos,5668,0.34,0.69,4.91,1.94,0.11,0,0,0,Ninguno,0,637,0.3663,1102,0.6337,1739,1803,0.3181,0.6819,0.7243,No,No,0,0
Francisco Pizarro,Narino,2214,0.0615,1821,0.3061,Santos,0.1056,2339,0.3931,Santos,6308,0.97,14.2,304.83,9.74,0.45,0.26,0,0.65,Alto,3,247,0.1564,1332,0.8436,1579,1621,0.257,0.743,0.5021,No,Si,91.8,0
Policarpa,Narino,3604,0.0317,3728,0.4063,Santos,0.048,4564,0.4974,Santos,9537,95.29,144.06,1295.59,104.9,22.96,0.7,3.5,0,Alto,3,461,0.1111,3690,0.8889,4151,4257,0.4464,0.5536,0.825,Si,Si,326.09,0
Potosi,Narino,4713,0.1927,3254,0.3535,Lopez,0.6081,4442,0.4825,Zuluaga,9425,1.91,5.57,37.39,13.21,0.17,0,0,0,Ninguno,0,1809,0.5322,1590,0.4678,3399,3510,0.3724,0.6276,0.8249,No,No,0,0
Providencia,Narino,2040,0.0344,1686,0.4144,Santos,0.087,2161,0.5311,Santos,4259,2.98,5.74,47.42,10.36,0.3,0,0.15,0,Bajo,1,228,0.1257,1586,0.8743,1814,1890,0.4438,0.5562,0.5963,No,Si,0,12.5
Puerres,Narino,3674,0.1719,3148,0.4288,Santos,0.4496,4006,0.5457,Santos,7410,4.33,6.25,60.82,16.59,2.76,0.6,1.32,0,Bajo,1,997,0.3127,2191,0.6873,3188,3292,0.4443,0.5557,0.642,No,No,0,0
Pupiales,Narino,6250,0.1654,5635,0.4081,Lopez,0.6237,7773,0.563,Zuluaga,14600,0.36,1.54,7.44,9.65,0.15,0.05,0,0,Ninguno,0,3010,0.5163,2820,0.4837,5830,6033,0.4132,0.5868,0.6943,No,No,0,0
Ricaurte,Narino,2301,0.1867,1875,0.1552,Santos,0.1706,3868,0.3202,Santos,13557,16.88,13.31,548.56,46.65,3.93,0.47,5.71,0,Intermedio,2,974,0.3334,1947,0.6666,2921,3048,0.2248,0.7752,0.8655,No,Si,125.81,0
Roberto Payan,Narino,1582,0.0578,1798,0.2227,Santos,0.0619,3361,0.4163,Santos,8368,5.67,10.26,539.91,21.56,0.69,0.39,0.86,0,Alto,3,198,0.0849,2135,0.9151,2333,2365,0.2826,0.7174,0.9464,No,Si,1938.22,0
